2.71857	2.3245	4.93389	6.99314	6.40733	4.24737	3.19219
2.72011	2.20845	4.38571	6.4117	6.09394	4.30347	3.25135
2.78184	2.30971	4.81748	6.74946	6.27535	4.36966	3.29247
2.76718	2.3276	4.85247	6.70124	6.10347	4.27131	3.33974
2.80851	2.46574	5.86504	7.379	6.56297	4.27743	3.36801
2.78567	2.32033	5.39484	7.09566	6.95843	4.27553	3.3759
2.81103	2.31029	5.01431	6.65424	6.46729	4.36674	3.33344
2.81489	2.46848	4.95358	6.7743	6.33352	4.41079	3.30196
2.81067	2.61612	5.78075	7.26332	6.56858	4.42262	3.30853
2.87083	2.8222	5.53576	7.2695	6.97733	4.45258	3.30905
2.83496	2.74054	5.51563	7.03827	6.83231	4.57585	3.31462
2.83334	2.81038	5.20193	6.90984	6.76369	4.77883	3.37995
2.85	2.81681	4.98701	6.49369	6.41638	4.95024	3.51262
2.88756	2.84008	5.49654	6.80011	6.47807	4.9445	3.60809
2.84368	2.7059	6.19038	7.35866	6.91381	4.67173	3.62481
2.80042	2.56009	5.98518	7.55783	7.38822	4.69304	3.50548
2.77462	2.63087	5.34639	6.87321	7.00017	4.84263	3.32295
2.79104	2.63711	5.79988	6.97458	6.52719	4.97041	3.38947
2.82026	2.67173	6.07293	6.94376	6.50871	5.03271	3.34428
2.81392	2.62749	5.74537	6.63146	6.23194	5.08524	3.33136
2.84888	2.74515	6.2461	6.954	6.51451	5.12947	3.38994
2.82044	2.42743	4.87066	6.14326	6.35187	5.18666	3.42508
2.78913	2.3185	5.14615	6.25099	6.03422	5.18932	3.50294
2.79628	2.42477	4.88442	6.01229	5.87778	5.13499	3.55048
2.85766	2.51564	6.03597	6.55278	5.92708	5.098	3.56936
2.86297	2.5919	6.872	7.17001	6.47236	5.15873	3.59018
2.80713	2.66854	5.81631	6.71107	6.47404	5.20951	3.62336
2.69901	2.56546	5.11215	6.33903	6.25819	5.1599	3.68472
2.73445	2.51443	4.56124	5.82326	5.59518	4.99802	3.72872
2.76685	2.45989	4.79976	5.87323	5.27426	4.8287	3.686
2.81202	2.5824	6.19713	6.84245	5.94662	4.7791	3.66883
2.7869	2.56797	6.2014	7.09825	6.61625	4.92903	3.64647
2.76478	2.54885	5.82983	6.82817	6.27511	4.85288	3.66221
2.73891	2.42137	6.33667	6.8353	6.20361	4.88378	3.60513
2.73337	2.34242	5.56275	6.60399	6.41745	5.04618	3.6197
2.73562	2.49609	5.67927	6.49455	6.25122	5.10001	3.64602
2.78517	2.63878	6.9781	7.24736	6.52616	5.05188	3.58835
2.76828	2.59267	6.47849	7.51294	6.95743	5.13713	3.56431
2.77789	2.77502	5.36129	6.47885	6.77727	5.17417	3.5707
2.72596	2.85716	6.08087	6.60743	6.37503	5.1751	3.65581
2.7509	2.69295	5.79525	6.78707	6.44806	5.31118	3.68632
2.77402	2.64956	5.30801	6.24042	6.22708	5.36849	3.73635
2.78344	2.7797	5.09216	5.91012	5.58426	5.38005	3.80161
2.78451	2.70738	6.57598	6.58314	5.99385	5.25118	3.80865
2.80458	2.73248	6.06681	6.75841	6.48762	5.2643	3.81978
2.80569	2.68255	5.23217	6.14899	6.19038	5.36993	3.84568
2.76396	2.67814	5.81111	6.17423	5.83307	5.36111	3.85616
2.75389	2.63095	6.12807	6.51773	6.10931	5.32695	3.86072
2.75097	2.51003	5.92756	6.58608	6.31939	5.29712	3.84549
2.75423	2.41855	5.18628	6.12848	6.2418	5.29509	3.77116
2.78543	2.54998	5.54407	6.03216	5.94046	5.29704	3.7771
2.77134	2.74388	6.54605	6.83101	6.06291	5.37574	3.83482
2.77099	2.71679	6.39624	6.9914	6.55255	5.37129	3.87813
2.84439	2.74735	5.76821	6.5087	6.43047	5.41664	3.91121
2.83939	2.92484	6.10862	6.69271	6.15295	5.41941	3.88006
2.88524	3.12921	6.11182	6.81401	6.43437	5.48832	3.94116
2.89664	3.05239	6.17188	6.656	6.42508	5.58604	3.91607
2.87069	2.87582	5.96213	6.45586	6.40055	5.56522	3.98995
2.82024	2.82599	6.51832	7.01696	6.35492	5.43982	3.98574
2.83062	2.74373	6.51963	7.24815	6.8356	5.36307	3.9421
2.89203	2.77147	5.85551	6.7072	6.7103	5.42783	3.90064
2.94876	3.14875	5.8891	6.44381	6.51572	5.485	3.90051
2.96019	3.35867	6.52457	6.57928	6.23903	5.58032	3.97718
2.9575	3.3366	6.02376	6.77707	6.27285	5.69986	4.03093
2.98158	3.09366	6.58964	6.84482	6.24905	5.83152	4.12186
2.91137	2.81893	6.93477	7.43207	6.57272	5.89183	4.23873
2.85759	2.75449	6.84538	7.75455	7.36379	5.8102	4.29679
2.9117	3.00688	5.57299	6.94918	7.375	5.76636	4.2675
2.91062	3.1031	5.39814	6.26813	6.55674	5.81335	4.27355
2.93635	2.95438	5.29426	6.02557	6.16315	5.87934	4.27801
2.98862	3.13982	6.17721	6.47165	5.93124	5.91143	4.34908
2.87558	2.82352	5.83947	6.60646	6.02062	5.8755	4.37415
2.90745	2.80799	6.36273	6.79862	6.21207	5.80735	4.46455
2.91253	2.75137	6.6143	7.38565	6.62552	5.74733	4.43815
2.97042	2.86609	6.11793	6.8252	6.8364	5.72084	4.34217
3.00048	3.01647	5.59071	6.23282	6.28849	5.80391	4.36848
2.96794	2.95526	5.71148	6.21952	5.90482	5.86196	4.38444
2.95328	2.76744	6.02699	6.57896	6.19838	5.93639	4.43818
2.9622	2.71164	6.44364	6.95813	6.18423	5.93544	4.53042
2.98621	2.55206	6.71057	7.38389	6.6067	5.94937	4.51901
2.97652	2.43017	5.5053	6.36283	6.53364	5.89911	4.54388
2.98785	2.36542	5.13932	5.78985	6.20301	5.98657	4.50034
2.99394	2.54567	5.7429	6.08558	5.6918	6.04444	4.59046
3.04979	2.68148	5.555	6.24793	5.94601	6.0233	4.65321
3.06771	2.85767	5.64584	5.94698	5.78516	5.96914	4.68082
3.10091	2.82184	5.84156	6.14451	5.60826	6.01411	4.69958
3.05474	2.67879	5.96901	6.44356	5.67574	5.95098	4.72673
3.01649	2.64246	6.47114	7.07246	5.84055	5.81083	4.68015
3.01379	2.49163	6.55197	7.7458	6.73642	5.79331	4.62237
3.00115	2.66549	5.43482	6.67567	6.75741	5.77344	4.6132
3.00148	2.88761	5.5105	6.06327	6.4011	5.85411	4.62533
3.05693	2.99157	5.91782	6.70952	6.45812	6.05824	4.66233
3.01271	2.67151	5.43552	6.48526	6.40646	6.11125	4.69286
3.05035	2.79994	5.33533	6.32132	6.10862	6.06476	4.71276
3.02686	2.88607	6.21678	6.62807	6.06468	6.06061	4.72297
3.00958	2.87651	5.90022	6.63464	6.03042	6.11807	4.79597
3.0616	3.05713	5.92511	6.84124	6.0209	6.16455	4.88548
3.06173	3.19602	5.992	6.65596	6.10856	6.12616	4.90351
3.07459	3.46897	5.48428	6.45796	5.98371	6.11319	4.91851
3.07628	3.35104	5.63881	6.10719	5.65946	6.07018	4.88617
3.07844	3.15101	5.85206	6.59279	6.10017	6.04366	4.85649
3.11662	3.02649	5.90171	6.64634	6.12472	6.04785	4.8325
3.12404	2.87476	6.21643	6.9602	6.35482	5.99587	4.82209
3.05109	2.76157	6.07189	7.1944	6.64106	6.05475	4.79401
3.03616	2.62788	5.8495	6.69465	6.60206	6.17518	4.85397
2.99092	2.40411	4.69222	5.89272	5.86116	6.27308	4.87301
3.07532	2.73828	4.89834	5.71284	5.08322	6.31522	4.94469
3.08981	2.95038	5.62304	6.35	5.46254	6.25453	4.99307
3.11076	3.05841	5.14434	5.99096	5.38758	6.16144	5.04787
